start_idx,end_idx,avg_power,duration_sec,energy_kwh,cluster,appliance
9870,9890,2935.8783333333336,283.914,0.24340714739814817,0,AC
9895,9905,2959.3399999999997,132.896,0.12329896414814814,0,AC
9905,9910,2376.8933333333334,60.002,0.04944807061111112,0,AC
9910,9930,2956.2583333333337,286.019,0.24731654083333338,0,AC
9930,9935,2320.9866666666667,61.01,0.04910164429629629,0,AC
9935,9940,2967.693333333333,60.29,0.06128305227777777,0,AC
9940,9945,2840.766666666666,60.012,0.059408126083333325,0,AC
9945,9950,2611.1133333333337,77.737,0.06522979185185186,0,AC
9950,9975,3025.474666666666,359.616,0.3129733734074074,0,AC
9980,9990,157.84999999999997,134.777,0.00658094985185185,0,AC
9990,10015,6.9239999999999995,360.143,0.0007206789166666667,0,AC
10015,10040,36.104,373.345,0.003854992833333333,0,AC
10040,10085,61.157037037037014,709.853,0.012359815935185186,0,AC
10085,10185,72.14166666666667,1517.487,0.030729969129629622,0,AC
10185,10230,25.548148148148144,665.523,0.004849732722222221,0,AC
10230,10370,8.435714285714283,2135.473,0.005036320574074071,0,AC
10370,10480,39.603030303030295,1953.098,0.021693523064814806,0,AC
10480,10630,10.204222222222219,2336.478,0.006662603388888886,0,AC
10630,10730,38.481666666666655,1632.551,0.01750473158333333,0,AC
10730,10885,9.272688172043003,2556.012,0.006462238231481474,0,AC
10885,10995,40.65939393939394,1652.411,0.018838845342592593,0,AC
10995,11160,8.88969696969696,2926.508,0.007862811185185179,0,AC
11160,11250,41.55666666666666,1365.208,0.015911448388888885,0,AC
11250,11275,56.97866666666666,358.872,0.005945864537037037,0,AC
11275,11425,25.054444444444435,2375.543,0.016705815425925922,0,AC
11425,11490,55.72512820512819,1015.354,0.015976093175925923,0,AC
11490,11540,40.76399999999999,779.211,0.008993641574074071,0,AC
11540,11555,11.082222222222212,237.041,0.0008472974351851847,0,AC
11555,11675,25.9836111111111,1824.502,0.013282317564814811,0,AC
11675,11710,7.519999999999988,509.361,0.0011348541388888874,0,AC
11710,11720,35.88666666666665,133.843,0.0014846329074074069,0,AC
11720,11825,58.647301587301584,1683.477,0.027751854425925922,0,AC
11825,12015,26.52105263157894,3111.041,0.02292610448148147,0,AC
12015,12040,45.96533333333332,371.835,0.004904931916666666,0,AC
12040,12095,59.8151515151515,827.61,0.014017329324074072,0,AC
12095,12110,38.16888888888888,206.733,0.00240318536111111,0,AC
12110,12140,57.399999999999984,438.19,0.007259830796296294,0,AC
12140,12305,27.00383838383837,2505.253,0.018809364657407398,0,AC
12305,12355,57.18933333333332,834.342,0.013072244499999995,0,AC
12355,12415,40.80722222222222,885.447,0.010230766694444442,0,AC
12415,12570,9.270107526881706,2393.622,0.00613277062037036,0,AC
12570,12630,39.04999999999999,901.619,0.009944009379629625,0,AC
12630,12645,164.74888888888884,209.81,0.010304563629629629,0,AC
12645,12655,186.61000000000004,131.282,0.007779667962962962,0,AC
12655,12670,149.6044444444444,281.09,0.011861483527777775,0,AC
12670,12675,187.2133333333333,60.052,0.003898313518518518,0,AC
12675,12680,40.15333333333332,60.313,0.0008601658611111107,0,AC
12680,12700,9.17999999999999,285.217,0.0007640861388888881,0,AC
12700,12770,42.16571428571428,1034.082,0.012321484833333333,0,AC
12770,12855,52.607058823529414,1340.869,0.01934370608333333,0,AC
12855,13045,10.956666666666658,2851.437,0.008769711231481474,0,AC
13045,13145,37.292999999999985,1499.878,0.015655297611111105,0,AC
13145,13300,9.156774193548374,2326.349,0.005954844620370362,0,AC
13300,13390,39.37370370370369,1399.787,0.01558577109259259,0,AC
13390,13545,9.989462365591384,2311.227,0.006446132462962954,0,AC
13545,13635,40.71259259259258,1357.918,0.015505497666666665,0,AC
13635,13795,11.891458333333322,2388.006,0.00792405575925925,0,AC
13795,13885,39.99888888888888,1339.935,0.015033390009259254,0,AC
13885,14045,8.744583333333319,2418.155,0.005894682046296287,0,AC
14045,14140,38.02877192982455,1425.436,0.015227385981481475,0,AC
14140,14320,9.61333333333332,2806.593,0.007575527314814805,0,AC
14320,14410,39.220370370370354,1456.056,0.016016425592592587,0,AC
14410,14420,17.55666666666665,139.57,0.0007458743240740735,0,AC
14425,14430,2162.4333333333334,175.621,0.142598896962963,0,AC
14440,14445,1744.8,60.009,0.03562381915740741,0,AC
14445,14470,2892.1253333333334,360.081,0.3013880771851851,0,AC
14475,14480,2470.9333333333334,61.206,0.052107373314814805,0,AC
14480,14485,2661.54,61.483,0.05599169657407408,0,AC
14485,14490,2845.313333333333,60.102,0.05849902956481481,0,AC
14490,14495,2201.34,62.555,0.047964327101851854,0,AC
14495,14500,2758.246666666667,64.085,0.058492221972222216,0,AC
14500,14510,2694.7599999999998,138.414,0.11484065597222223,0,AC
14510,14515,1101.4666666666665,63.784,0.021499575944444443,0,AC
14515,14605,6.914814814814815,1376.707,0.002642440537037037,0,AC
14605,14720,37.8272463768116,1794.604,0.01893033915740741,0,AC
14720,14840,6.910833333333333,1886.249,0.0036653686018518522,0,AC
